id,name,lat,lon,borough,description
188,Rosebank,40.61416667,-74.06611111,Staten Island,"Rosebank is a neighborhood in the northeastern part of Staten Island, one of the five boroughs of New York City. It is bordered by Clifton to the north, Arrochar to the south, and the Upper New York Bay to the east. More than half of the population is ""Italian"", making it the most ""Italian looking"" city of Staten island."
189,Rossville,40.541,-74.217,Staten Island,"Rossville is a neighborhood of Staten Island, New York, on the island's South Shore. It is located to the north of Woodrow, to the west of Arden Heights, and to the south and east of the Arthur Kill. Rossville is located within Staten Island Community Board 3."
190,Shore Acres,40.60972222,-74.06666667,Staten Island,"Shore Acres is a neighborhood of Staten Island, one of the five boroughs of New York City.  It is situated along the Upper New York Bay, just north of Fort Wadsworth and south of Rosebank. Shore Acres is generally considered to be bounded by Bay Street on the west, the Upper New York Bay on the east, Nautilus Street on the north, and Arthur Von Briesen Park on the south.

"
191,Silver Lake,40.62527778,-74.09583333,Staten Island,Silver Lake is the name of both a reservoir and an adjacent neighborhood in the New York City borough of Staten Island.
192,South Beach,40.59,-74.067,Staten Island,"South Beach is a neighborhood on the East Shore of Staten Island, New York City, situated directly south of the Verrazzano-Narrows Bridge. South Beach is bounded by New York Bay on the southeast, Seaview Avenue on the southwest, Laconia Avenue on the northwest, Reid and McClean Avenues on the north, and Lily Pond Avenue on the northeast. It is adjacent to Midland Beach to the southwest, Dongan Hills and Old Town/Concord to the northwest, and Fort Wadsworth and Rosebank to the northeast.
South Beach contains a boardwalk with an eponymous beach on its southeastern coast. Directly east of the beach are two small islands, Hoffman Island and Swinburne Island.  The northern part of South Beach is sometimes known as Arrochar.
South Beach is part of Staten Island Community District 2 and its ZIP Code is 10305. South Beach is patrolled by the 122nd Precinct of the New York City Police Department."
193,St. George,40.643,-74.079,Staten Island,"St. George is a neighborhood on the northeastern tip of Staten Island in New York City, along the waterfront where the Kill Van Kull enters Upper New York Bay. It is the most densely developed neighborhood on Staten Island, and the location of the administrative center for the borough and for the coterminous Richmond County. The St. George Terminal, serving the Staten Island Ferry and the Staten Island Railway, is also located here. St. George is bordered on the south by the neighborhood of Tompkinsville and on the west by the neighborhood of New Brighton.
What is now St. George was initially occupied by the Lenape Native Americans, then colonized by the Dutch and the British. The first residential developments arose in the 1830s, and through the late 19th century, the area was a summer resort. Until the construction of the ferry–railroad terminal in 1886, present-day St. George was considered to be part of New Brighton. The section around the current ferry and railroad terminal was renamed after developer George Law, whom Erastus Wiman promised to ""canonize"" in exchange for relinquishing the land rights for the terminal. Several government buildings and landmarks were constructed in St. George in the early 20th century, and further developments on the waterfront commenced in the early 21st century.St. George is part of Staten Island Community District 1. St. George is patrolled by the 120th Precinct of the New York City Police Department."
194,Stapleton,40.627,-74.078,Staten Island,"Stapleton is a neighborhood in northeastern Staten Island in New York City in the United States. It is located along the waterfront of Upper New York Bay, roughly bounded on the north by Tompkinsville at Grant Street, on the south by Clifton at Vanderbilt Avenue, and on the west by St. Paul's Avenue and Van Duzer Street, which form the border with the community of Grymes Hill.
Stapleton is one of the older waterfront neighborhoods of the borough, built in the 1830s on land once owned by the Vanderbilt family. It was a long-time commercial center of the island, but has struggled to revive after several decades of neglect following the 1964 construction of the Verrazzano-Narrows Bridge, which shifted the commercial development of the island to its interior.
Stapleton is part of Staten Island Community District 1 and its ZIP Codes are 10304 and 10301. Stapleton is patrolled by the 120th Precinct of the New York City Police Department."
195,Sunnyside,40.61305556,-74.10388889,Staten Island,Sunnyside is the name of a neighborhood in the Mid-Island region of the New York City borough of Staten Island.
196,Todt Hill,40.60222222,-74.11222222,Staten Island,"Todt Hill ( TOHT) is a 401-foot-tall (122 m) hill formed of serpentine rock on Staten Island, New York. It is the highest natural point in the five boroughs of New York City and the highest elevation on the entire Atlantic coastal plain from Florida to Cape Cod.  The summit of the ridge is largely covered in woodlands as part of the Staten Island Greenbelt, although much of the surrounding area is developed and residential. It is considered one of the most exclusive and most expensive areas of Staten Island."
197,Tompkinsville,40.63388889,-74.08583333,Staten Island,"Tompkinsville is a neighborhood in northeastern Staten Island in New York City. Though the neighborhood sits on the island's eastern shore, along the waterfront facing Upper New York Bay, between St. George on the north and Stapleton on the south, it is considered part of the North Shore by the island's residents."
198,Tottenville,40.506,-74.243,Staten Island,"Tottenville is a neighborhood on the South Shore of Staten Island, New York City. It is the southernmost settlement in both New York City and New York State. Tottenville is bounded on three sides by water: the south side abuts New York Bight while the west and north sides are bordered by Arthur Kill and the New Jersey state border. The eastern boundary is formed by Richmond Valley Road and Richard Avenue.
Originally named Bentley Manor by one of its first settlers, Captain Christopher Billop (1638–1726), after a small ship he owned named the Bentley, the district was renamed Tottenville in 1869, apparently in honor of John Totten and the locally prominent Totten family, whose name can be seen on tombstones in one of the earliest churches, Bethel Methodist Church, on Amboy Road. Several Totten family members were Loyalists during the American Revolution and served under Captain Christopher Billopp..
Tottenville is part of Staten Island Community District 3 and its ZIP Codes are 10307 and 10309. Tottenville is patrolled by the 123rd Precinct of the New York City Police Department. Tottenville has been represented in the New York State Senate by Andrew Lanza since 2007. It is represented in the New York State Assembly by Michael Reilly."
